,time,note,velocity,player,section,y,side,timecode,frames
0,1,65,74,1,1,1020.7,False,0:00,0
1,2,70,74,1,1,872.5,True,0:04,4
2,2,73,74,1,1,753.9,True,0:04,4
3,3,72,74,1,1,783.5,False,0:09,9
4,3,75,74,1,1,694.6,True,0:09,9
5,4,70,74,1,1,872.5,True,0:14,14
6,4,73,74,1,1,753.9,True,0:14,14
7,5,72,74,1,1,783.5,False,0:18,18
8,5,77,74,1,1,605.6,False,0:18,18
9,6,65,74,1,1,1020.7,False,0:23,23
10,7,70,74,1,1,872.5,True,0:28,28
11,7,73,74,1,1,753.9,True,0:28,28
12,8,72,74,1,1,783.5,False,1:02,32
13,8,75,74,1,1,694.6,True,1:02,32
14,9,65,74,1,1,1020.7,False,1:07,37
15,10,70,74,1,1,872.5,True,1:12,42
16,10,73,74,1,1,753.9,True,1:12,42
17,11,72,74,1,1,783.5,False,1:16,46
18,11,75,74,1,1,694.6,True,1:16,46
19,12,70,74,1,1,872.5,True,1:21,51
20,12,73,74,1,1,753.9,True,1:21,51
21,13,72,74,1,1,783.5,False,1:26,56
22,13,77,74,1,1,605.6,False,1:26,56
23,14,65,74,1,1,1020.7,False,2:00,60
24,15,70,74,1,1,872.5,True,2:05,65
25,15,73,74,1,1,753.9,True,2:05,65
26,16,72,74,1,1,783.5,False,2:10,70
27,16,75,74,1,1,694.6,True,2:10,70
28,17,65,74,1,1,1020.7,False,2:15,75
29,18,70,74,1,1,872.5,True,2:19,79
30,18,73,74,1,1,753.9,True,2:19,79
31,19,72,74,1,1,783.5,False,2:24,84
32,19,75,74,1,1,694.6,True,2:24,84
33,20,70,74,1,1,872.5,True,2:29,89
34,20,73,74,1,1,753.9,True,2:29,89
35,21,72,74,1,1,783.5,False,3:03,93
36,21,77,74,1,1,605.6,False,3:03,93
37,22,65,74,1,1,1020.7,False,3:08,98
38,23,70,74,1,1,872.5,True,3:13,103
39,23,73,74,1,1,753.9,True,3:13,103
40,24,72,74,1,1,783.5,False,3:17,107
41,24,75,74,1,1,694.6,True,3:17,107
42,25,65,74,1,1,1020.7,False,3:22,112
43,26,70,74,1,1,872.5,True,3:27,117
44,26,73,74,1,1,753.9,True,3:27,117
45,27,72,74,1,1,783.5,False,4:01,121
46,27,75,74,1,1,694.6,True,4:01,121
47,28,70,74,1,1,872.5,True,4:06,126
48,28,73,74,1,1,753.9,True,4:06,126
49,29,72,74,1,1,783.5,False,4:11,131
50,29,77,74,1,1,605.6,False,4:11,131
51,30,65,74,1,1,1020.7,False,4:15,135
52,31,70,74,1,1,872.5,True,4:20,140
53,31,73,74,1,1,753.9,True,4:20,140
54,32,72,74,1,1,783.5,False,4:25,145
55,32,75,74,1,1,694.6,True,4:25,145
56,33,65,74,1,1,1020.7,False,5:00,150
57,34,70,74,1,1,872.5,True,5:04,154
58,34,73,74,1,1,753.9,True,5:04,154
59,35,72,74,1,1,783.5,False,5:09,159
60,35,75,74,1,1,694.6,True,5:09,159
61,36,70,74,1,1,872.5,True,5:14,164
62,36,73,74,1,1,753.9,True,5:14,164
63,37,72,74,1,1,783.5,False,5:18,168
64,37,77,74,1,1,605.6,False,5:18,168
65,38,65,74,1,1,1020.7,False,5:23,173
66,39,70,74,1,1,872.5,True,5:28,178
67,39,73,74,1,1,753.9,True,5:28,178
68,40,72,74,1,1,783.5,False,6:02,182
69,40,75,74,1,1,694.6,True,6:02,182
70,41,65,74,1,1,1020.7,False,6:07,187
71,42,70,74,1,1,872.5,True,6:12,192
72,42,73,74,1,1,753.9,True,6:12,192
73,43,72,74,1,1,783.5,False,6:16,196
74,43,75,74,1,1,694.6,True,6:16,196
75,44,70,74,1,1,872.5,True,6:21,201
76,44,73,74,1,1,753.9,True,6:21,201
77,45,72,74,1,1,783.5,False,6:26,206
78,45,77,74,1,1,605.6,False,6:26,206
79,46,65,74,1,1,1020.7,False,7:00,210
80,47,70,74,1,1,872.5,True,7:05,215
81,47,73,74,1,1,753.9,True,7:05,215
82,48,72,74,1,1,783.5,False,7:10,220
83,48,75,74,1,1,694.6,True,7:10,220
84,49,65,74,1,1,1020.7,False,7:15,225
85,50,70,74,1,1,872.5,True,7:19,229
86,50,73,74,1,1,753.9,True,7:19,229
87,51,72,74,1,1,783.5,False,7:24,234
88,51,75,74,1,1,694.6,True,7:24,234
89,52,70,74,1,1,872.5,True,7:29,239
90,52,73,74,1,1,753.9,True,7:29,239
91,53,72,74,1,1,783.5,False,8:03,243
92,53,77,74,1,1,605.6,False,8:03,243
93,54,65,74,1,1,1020.7,False,8:08,248
94,55,70,74,1,1,872.5,True,8:13,253
95,55,73,74,1,1,753.9,True,8:13,253
96,56,72,74,1,1,783.5,False,8:17,257
97,56,75,74,1,1,694.6,True,8:17,257
98,57,65,74,1,1,1020.7,False,8:22,262
99,58,70,74,1,1,872.5,True,8:27,267
100,58,73,74,1,1,753.9,True,8:27,267
101,59,72,74,1,1,783.5,False,9:01,271
102,59,75,74,1,1,694.6,True,9:01,271
103,60,70,74,1,1,872.5,True,9:06,276
104,60,73,74,1,1,753.9,True,9:06,276
105,61,72,74,1,1,783.5,False,9:11,281
106,61,77,74,1,1,605.6,False,9:11,281
107,62,65,74,1,1,1020.7,False,9:15,285
108,63,70,74,1,1,872.5,True,9:20,290
109,63,73,74,1,1,753.9,True,9:20,290
110,64,72,74,1,1,783.5,False,9:25,295
111,64,75,74,1,1,694.6,True,9:25,295
112,65,65,74,1,1,1020.7,False,10:00,300
113,66,70,74,1,1,872.5,True,10:04,304
114,66,73,74,1,1,753.9,True,10:04,304
115,67,72,74,1,1,783.5,False,10:09,309
116,67,75,74,1,1,694.6,True,10:09,309
117,68,70,74,1,1,872.5,True,10:14,314
118,68,73,74,1,1,753.9,True,10:14,314
119,69,72,74,1,1,783.5,False,10:18,318
120,69,77,74,1,1,605.6,False,10:18,318
121,70,65,74,1,1,1020.7,False,10:23,323
122,71,70,74,1,1,872.5,True,10:28,328
123,71,73,74,1,1,753.9,True,10:28,328
124,72,72,74,1,1,783.5,False,11:02,332
125,72,75,74,1,1,694.6,True,11:02,332
126,73,65,74,1,1,1020.7,False,11:07,337
127,74,70,74,1,1,872.5,True,11:12,342
128,74,73,74,1,1,753.9,True,11:12,342
129,75,72,74,1,1,783.5,False,11:16,346
130,75,75,74,1,1,694.6,True,11:16,346
131,76,70,74,1,1,872.5,True,11:21,351
132,76,73,74,1,1,753.9,True,11:21,351
133,77,72,74,1,1,783.5,False,11:26,356
134,77,77,74,1,1,605.6,False,11:26,356
135,78,65,74,1,1,1020.7,False,12:00,360
136,79,70,74,1,1,872.5,True,12:05,365
137,79,73,74,1,1,753.9,True,12:05,365
138,80,72,74,1,1,783.5,False,12:10,370
139,80,75,74,1,1,694.6,True,12:10,370
140,81,65,74,1,1,1020.7,False,12:15,375
141,82,70,74,1,1,872.5,True,12:19,379
142,82,73,74,1,1,753.9,True,12:19,379
143,83,72,74,1,1,783.5,False,12:24,384
144,83,75,74,1,1,694.6,True,12:24,384
145,84,70,74,1,1,872.5,True,12:29,389
146,84,73,74,1,1,753.9,True,12:29,389
147,85,72,74,1,1,783.5,False,13:03,393
148,85,77,74,1,1,605.6,False,13:03,393
149,86,65,74,1,1,1020.7,False,13:08,398
150,87,70,74,1,1,872.5,True,13:13,403
151,87,73,74,1,1,753.9,True,13:13,403
152,88,72,74,1,1,783.5,False,13:17,407
153,88,75,74,1,1,694.6,True,13:17,407
154,89,65,74,1,1,1020.7,False,13:22,412
155,90,70,74,1,1,872.5,True,13:27,417
156,90,73,74,1,1,753.9,True,13:27,417
157,91,72,74,1,1,783.5,False,14:01,421
158,91,75,74,1,1,694.6,True,14:01,421
159,92,70,74,1,1,872.5,True,14:06,426
160,92,73,74,1,1,753.9,True,14:06,426
161,93,72,74,1,1,783.5,False,14:11,431
162,93,77,74,1,1,605.6,False,14:11,431
163,94,65,74,1,1,1020.7,False,14:15,435
164,95,70,74,1,1,872.5,True,14:20,440
165,95,73,74,1,1,753.9,True,14:20,440
166,96,72,74,1,1,783.5,False,14:25,445
167,96,75,74,1,1,694.6,True,14:25,445
168,97,65,74,1,1,1020.7,False,15:00,450
169,98,70,74,1,1,872.5,True,15:04,454
170,98,73,74,1,1,753.9,True,15:04,454
171,99,72,74,1,1,783.5,False,15:09,459
172,99,75,74,1,1,694.6,True,15:09,459
173,100,70,74,1,1,872.5,True,15:14,464
174,100,73,74,1,1,753.9,True,15:14,464
175,101,72,74,1,1,783.5,False,15:18,468
176,101,77,74,1,1,605.6,False,15:18,468
177,102,65,74,1,1,1020.7,False,15:23,473
178,103,70,74,1,1,872.5,True,15:28,478
179,103,73,74,1,1,753.9,True,15:28,478
180,104,72,74,1,1,783.5,False,16:02,482
181,104,75,74,1,1,694.6,True,16:02,482
182,105,65,74,1,1,1020.7,False,16:07,487
183,106,70,74,1,1,872.5,True,16:12,492
184,106,73,74,1,1,753.9,True,16:12,492
185,107,72,74,1,1,783.5,False,16:16,496
186,107,75,74,1,1,694.6,True,16:16,496
187,108,70,74,1,1,872.5,True,16:21,501
188,108,73,74,1,1,753.9,True,16:21,501
189,109,72,74,1,1,783.5,False,16:26,506
190,109,77,74,1,1,605.6,False,16:26,506
191,110,65,74,1,1,1020.7,False,17:00,510
192,111,70,74,1,1,872.5,True,17:05,515
193,111,73,74,1,1,753.9,True,17:05,515
194,112,72,74,1,1,783.5,False,17:10,520
195,112,75,74,1,1,694.6,True,17:10,520
196,113,65,74,1,1,1020.7,False,17:15,525
197,114,70,74,1,1,872.5,True,17:19,529
198,114,73,74,1,1,753.9,True,17:19,529
199,115,72,74,1,1,783.5,False,17:24,534
200,115,75,74,1,1,694.6,True,17:24,534
201,116,70,74,1,1,872.5,True,17:29,539
202,116,73,74,1,1,753.9,True,17:29,539
203,117,72,74,1,1,783.5,False,18:03,543
204,117,77,74,1,1,605.6,False,18:03,543
205,118,65,74,1,1,1020.7,False,18:08,548
206,119,70,74,1,1,872.5,True,18:13,553
207,119,73,74,1,1,753.9,True,18:13,553
208,120,72,74,1,1,783.5,False,18:17,557
209,120,75,74,1,1,694.6,True,18:17,557
210,121,65,74,1,1,1020.7,False,18:22,562
211,122,70,74,1,1,872.5,True,18:27,567
212,122,73,74,1,1,753.9,True,18:27,567
213,123,72,74,1,1,783.5,False,19:01,571
214,123,75,74,1,1,694.6,True,19:01,571
215,124,70,74,1,1,872.5,True,19:06,576
216,124,73,74,1,1,753.9,True,19:06,576
217,125,72,74,1,1,783.5,False,19:11,581
218,125,77,74,1,1,605.6,False,19:11,581
219,126,65,74,1,1,1020.7,False,19:15,585
220,127,70,74,1,1,872.5,True,19:20,590
221,127,73,74,1,1,753.9,True,19:20,590
222,128,72,74,1,1,783.5,False,19:25,595
223,128,75,74,1,1,694.6,True,19:25,595
224,129,65,74,1,1,1020.7,False,20:00,600
225,130,70,74,1,1,872.5,True,20:04,604
226,130,73,74,1,1,753.9,True,20:04,604
227,131,72,74,1,1,783.5,False,20:09,609
228,131,75,74,1,1,694.6,True,20:09,609
229,132,70,74,1,1,872.5,True,20:14,614
230,132,73,74,1,1,753.9,True,20:14,614
231,133,72,74,1,1,783.5,False,20:18,618
232,133,77,74,1,1,605.6,False,20:18,618
233,134,65,74,1,1,1020.7,False,20:23,623
234,135,70,74,1,1,872.5,True,20:28,628
235,135,73,74,1,1,753.9,True,20:28,628
236,136,72,74,1,1,783.5,False,21:02,632
237,136,75,74,1,1,694.6,True,21:02,632
238,137,65,74,1,1,1020.7,False,21:07,637
239,138,70,74,1,1,872.5,True,21:12,642
240,138,73,74,1,1,753.9,True,21:12,642
241,139,72,74,1,1,783.5,False,21:16,646
242,139,75,74,1,1,694.6,True,21:16,646
243,140,70,74,1,1,872.5,True,21:21,651
244,140,73,74,1,1,753.9,True,21:21,651
245,141,72,74,1,1,783.5,False,21:26,656
246,141,77,74,1,1,605.6,False,21:26,656
247,142,65,74,1,1,1020.7,False,22:00,660
248,143,70,74,1,1,872.5,True,22:05,665
249,143,73,74,1,1,753.9,True,22:05,665
250,144,72,74,1,1,783.5,False,22:10,670
251,144,75,74,1,1,694.6,True,22:10,670
252,145,65,74,1,1,1020.7,False,22:15,675
253,146,70,74,1,1,872.5,True,22:19,679
254,146,73,74,1,1,753.9,True,22:19,679
255,147,72,74,1,1,783.5,False,22:24,684
256,147,75,74,1,1,694.6,True,22:24,684
257,148,70,74,1,1,872.5,True,22:29,689
258,148,73,74,1,1,753.9,True,22:29,689
259,149,72,74,1,1,783.5,False,23:03,693
260,149,77,74,1,1,605.6,False,23:03,693
261,150,65,74,1,1,1020.7,False,23:08,698
262,151,70,74,1,1,872.5,True,23:13,703
263,151,73,74,1,1,753.9,True,23:13,703
264,152,72,74,1,1,783.5,False,23:17,707
265,152,75,74,1,1,694.6,True,23:17,707
266,153,65,74,1,1,1020.7,False,23:22,712
267,154,70,74,1,1,872.5,True,23:27,717
268,154,73,74,1,1,753.9,True,23:27,717
269,155,72,74,1,1,783.5,False,24:01,721
270,155,75,74,1,1,694.6,True,24:01,721
271,156,70,74,1,1,872.5,True,24:06,726
272,156,73,74,1,1,753.9,True,24:06,726
273,157,72,74,1,1,783.5,False,24:11,731
274,157,77,74,1,1,605.6,False,24:11,731
275,158,65,74,1,1,1020.7,False,24:15,735
276,159,70,74,1,1,872.5,True,24:20,740
277,159,73,74,1,1,753.9,True,24:20,740
278,160,72,74,1,1,783.5,False,24:25,745
279,160,75,74,1,1,694.6,True,24:25,745
280,161,65,74,1,1,1020.7,False,25:00,750
281,162,70,74,1,1,872.5,True,25:04,754
282,162,73,74,1,1,753.9,True,25:04,754
283,163,72,74,1,1,783.5,False,25:09,759
284,163,75,74,1,1,694.6,True,25:09,759
285,164,70,74,1,1,872.5,True,25:14,764
286,164,73,74,1,1,753.9,True,25:14,764
287,165,72,74,1,1,783.5,False,25:18,768
288,165,77,74,1,1,605.6,False,25:18,768
289,166,65,74,1,1,1020.7,False,25:23,773
290,167,70,74,1,1,872.5,True,25:28,778
291,167,73,74,1,1,753.9,True,25:28,778
292,168,72,74,1,1,783.5,False,26:02,782
293,168,75,74,1,1,694.6,True,26:02,782
294,169,65,74,1,1,1020.7,False,26:07,787
295,170,70,74,1,1,872.5,True,26:12,792
296,170,73,74,1,1,753.9,True,26:12,792
297,171,72,74,1,1,783.5,False,26:16,796
298,171,75,74,1,1,694.6,True,26:16,796
299,172,70,74,1,1,872.5,True,26:21,801
300,172,73,74,1,1,753.9,True,26:21,801
301,173,72,74,1,1,783.5,False,26:26,806
302,173,77,74,1,1,605.6,False,26:26,806
303,174,65,74,1,1,1020.7,False,27:00,810
304,175,70,74,1,1,872.5,True,27:05,815
305,175,73,74,1,1,753.9,True,27:05,815
306,176,72,74,1,1,783.5,False,27:10,820
307,176,75,74,1,1,694.6,True,27:10,820
308,177,65,74,1,1,1020.7,False,27:15,825
309,178,70,74,1,1,872.5,True,27:19,829
310,178,73,74,1,1,753.9,True,27:19,829
311,179,72,74,1,1,783.5,False,27:24,834
312,179,75,74,1,1,694.6,True,27:24,834
313,180,70,74,1,1,872.5,True,27:29,839
314,180,73,74,1,1,753.9,True,27:29,839
315,181,72,74,1,1,783.5,False,28:03,843
316,181,77,74,1,1,605.6,False,28:03,843
317,182,65,74,1,1,1020.7,False,28:08,848
318,183,70,74,1,1,872.5,True,28:13,853
319,183,73,74,1,1,753.9,True,28:13,853
320,184,72,74,1,1,783.5,False,28:17,857
321,184,75,74,1,1,694.6,True,28:17,857
322,185,65,74,1,1,1020.7,False,28:22,862
323,186,70,74,1,1,872.5,True,28:27,867
324,186,73,74,1,1,753.9,True,28:27,867
325,187,72,74,1,1,783.5,False,29:01,871
326,187,75,74,1,1,694.6,True,29:01,871
327,188,70,74,1,1,872.5,True,29:06,876
328,188,73,74,1,1,753.9,True,29:06,876
329,189,72,74,1,1,783.5,False,29:11,881
330,189,77,74,1,1,605.6,False,29:11,881
331,190,65,74,1,1,1020.7,False,29:15,885
332,191,70,74,1,1,872.5,True,29:20,890
333,191,73,74,1,1,753.9,True,29:20,890
334,192,72,74,1,1,783.5,False,29:25,895
335,192,75,74,1,1,694.6,True,29:25,895
336,193,65,74,1,1,1020.7,False,30:00,900
337,194,70,74,1,1,872.5,True,30:04,904
338,194,73,74,1,1,753.9,True,30:04,904
339,195,72,74,1,1,783.5,False,30:09,909
340,195,75,74,1,1,694.6,True,30:09,909
341,196,70,74,1,1,872.5,True,30:14,914
342,196,73,74,1,1,753.9,True,30:14,914
343,197,72,74,1,1,783.5,False,30:18,918
344,197,77,74,1,1,605.6,False,30:18,918
345,198,65,74,1,1,1020.7,False,30:23,923
346,199,70,74,1,1,872.5,True,30:28,928
347,199,73,74,1,1,753.9,True,30:28,928
348,200,72,74,1,1,783.5,False,31:02,932
349,200,75,74,1,1,694.6,True,31:02,932
350,201,65,74,1,1,1020.7,False,31:07,937
351,202,70,74,1,1,872.5,True,31:12,942
352,202,73,74,1,1,753.9,True,31:12,942
353,203,72,74,1,1,783.5,False,31:16,946
354,203,75,74,1,1,694.6,True,31:16,946
355,204,70,74,1,1,872.5,True,31:21,951
356,204,73,74,1,1,753.9,True,31:21,951
357,205,72,74,1,1,783.5,False,31:26,956
358,205,77,74,1,1,605.6,False,31:26,956
359,206,65,74,1,1,1020.7,False,32:00,960
360,207,70,74,1,1,872.5,True,32:05,965
361,207,73,74,1,1,753.9,True,32:05,965
362,208,72,74,1,1,783.5,False,32:10,970
363,208,75,74,1,1,694.6,True,32:10,970
364,209,65,74,1,1,1020.7,False,32:15,975
365,210,70,74,1,1,872.5,True,32:19,979
366,210,73,74,1,1,753.9,True,32:19,979
367,211,72,74,1,1,783.5,False,32:24,984
368,211,75,74,1,1,694.6,True,32:24,984
369,212,70,74,1,1,872.5,True,32:29,989
370,212,73,74,1,1,753.9,True,32:29,989
371,213,72,74,1,1,783.5,False,33:03,993
372,213,77,74,1,1,605.6,False,33:03,993
373,214,65,74,1,1,1020.7,False,33:08,998
374,215,70,74,1,1,872.5,True,33:13,1003
375,215,73,74,1,1,753.9,True,33:13,1003
376,216,72,74,1,1,783.5,False,33:17,1007
377,216,75,74,1,1,694.6,True,33:17,1007
378,217,65,74,1,1,1020.7,False,33:22,1012
379,218,70,74,1,1,872.5,True,33:27,1017
380,218,73,74,1,1,753.9,True,33:27,1017
381,219,72,74,1,1,783.5,False,34:01,1021
382,219,75,74,1,1,694.6,True,34:01,1021
383,220,70,74,1,1,872.5,True,34:06,1026
384,220,73,74,1,1,753.9,True,34:06,1026
385,221,72,74,1,1,783.5,False,34:11,1031
386,221,77,74,1,1,605.6,False,34:11,1031
387,222,65,74,1,1,1020.7,False,34:15,1035
388,223,70,74,1,1,872.5,True,34:20,1040
389,223,73,74,1,1,753.9,True,34:20,1040
390,224,72,74,1,1,783.5,False,34:25,1045
391,224,75,74,1,1,694.6,True,34:25,1045
392,225,65,74,1,1,1020.7,False,35:00,1050
393,226,70,74,1,1,872.5,True,35:04,1054
394,226,73,74,1,1,753.9,True,35:04,1054
395,227,72,74,1,1,783.5,False,35:09,1059
396,227,75,74,1,1,694.6,True,35:09,1059
397,228,70,74,1,1,872.5,True,35:14,1064
398,228,73,74,1,1,753.9,True,35:14,1064
399,229,72,74,1,1,783.5,False,35:18,1068
400,229,77,74,1,1,605.6,False,35:18,1068
401,230,65,74,1,1,1020.7,False,35:23,1073
402,231,70,74,1,1,872.5,True,35:28,1078
403,231,73,74,1,1,753.9,True,35:28,1078
404,232,72,74,1,1,783.5,False,36:02,1082
405,232,75,74,1,1,694.6,True,36:02,1082
406,233,65,74,1,1,1020.7,False,36:07,1087
407,234,70,74,1,1,872.5,True,36:12,1092
408,234,73,74,1,1,753.9,True,36:12,1092
409,235,72,74,1,1,783.5,False,36:16,1096
410,235,75,74,1,1,694.6,True,36:16,1096
411,236,70,74,1,1,872.5,True,36:21,1101
412,236,73,74,1,1,753.9,True,36:21,1101
413,237,72,74,1,1,783.5,False,36:26,1106
414,237,77,74,1,1,605.6,False,36:26,1106
415,238,65,74,1,1,1020.7,False,37:00,1110
416,239,70,74,1,1,872.5,True,37:05,1115
417,239,73,74,1,1,753.9,True,37:05,1115
418,240,72,74,1,1,783.5,False,37:10,1120
419,240,75,74,1,1,694.6,True,37:10,1120
420,241,65,74,1,1,1020.7,False,37:15,1125
421,242,70,74,1,1,872.5,True,37:19,1129
422,242,73,74,1,1,753.9,True,37:19,1129
423,243,72,74,1,1,783.5,False,37:24,1134
424,243,75,74,1,1,694.6,True,37:24,1134
425,244,70,74,1,1,872.5,True,37:29,1139
426,244,73,74,1,1,753.9,True,37:29,1139
427,245,72,74,1,1,783.5,False,38:03,1143
428,245,77,74,1,1,605.6,False,38:03,1143
429,246,65,74,1,1,1020.7,False,38:08,1148
430,247,70,74,1,1,872.5,True,38:13,1153
431,247,73,74,1,1,753.9,True,38:13,1153
432,248,72,74,1,1,783.5,False,38:17,1157
433,248,75,74,1,1,694.6,True,38:17,1157
434,249,65,74,1,1,1020.7,False,38:22,1162
435,250,70,74,1,1,872.5,True,38:27,1167
436,250,73,74,1,1,753.9,True,38:27,1167
437,251,72,74,1,1,783.5,False,39:01,1171
438,251,75,74,1,1,694.6,True,39:01,1171
439,252,70,74,1,1,872.5,True,39:06,1176
440,252,73,74,1,1,753.9,True,39:06,1176
441,253,72,74,1,1,783.5,False,39:11,1181
442,253,77,74,1,1,605.6,False,39:11,1181
443,254,65,74,1,1,1020.7,False,39:15,1185
444,255,70,74,1,1,872.5,True,39:20,1190
445,255,73,74,1,1,753.9,True,39:20,1190
446,256,72,74,1,1,783.5,False,39:25,1195
447,256,75,74,1,1,694.6,True,39:25,1195
448,257,65,74,1,1,1020.7,False,40:00,1200
449,258,70,74,1,1,872.5,True,40:04,1204
450,258,73,74,1,1,753.9,True,40:04,1204
451,259,72,74,1,1,783.5,False,40:09,1209
452,259,75,74,1,1,694.6,True,40:09,1209
453,260,70,74,1,1,872.5,True,40:14,1214
454,260,73,74,1,1,753.9,True,40:14,1214
455,261,72,74,1,1,783.5,False,40:18,1218
456,261,77,74,1,1,605.6,False,40:18,1218
457,262,65,74,1,1,1020.7,False,40:23,1223
458,263,70,74,1,1,872.5,True,40:28,1228
459,263,73,74,1,1,753.9,True,40:28,1228
460,264,72,74,1,1,783.5,False,41:02,1232
461,264,75,74,1,1,694.6,True,41:02,1232
462,265,65,74,1,1,1020.7,False,41:07,1237
463,266,70,74,1,1,872.5,True,41:12,1242
464,266,73,74,1,1,753.9,True,41:12,1242
465,267,72,74,1,1,783.5,False,41:16,1246
466,267,75,74,1,1,694.6,True,41:16,1246
467,268,70,74,1,1,872.5,True,41:21,1251
468,268,73,74,1,1,753.9,True,41:21,1251
469,269,72,74,1,1,783.5,False,41:26,1256
470,269,77,74,1,1,605.6,False,41:26,1256
471,270,65,74,1,1,1020.7,False,42:00,1260
472,271,70,74,1,1,872.5,True,42:05,1265
473,271,73,74,1,1,753.9,True,42:05,1265
474,272,72,74,1,1,783.5,False,42:10,1270
475,272,75,74,1,1,694.6,True,42:10,1270
476,273,65,74,1,1,1020.7,False,42:15,1275
477,274,70,74,1,1,872.5,True,42:19,1279
478,274,73,74,1,1,753.9,True,42:19,1279
479,275,72,74,1,1,783.5,False,42:24,1284
480,275,75,74,1,1,694.6,True,42:24,1284
481,276,70,74,1,1,872.5,True,42:29,1289
482,276,73,74,1,1,753.9,True,42:29,1289
483,277,72,74,1,1,783.5,False,43:03,1293
484,277,77,74,1,1,605.6,False,43:03,1293
485,278,65,74,1,1,1020.7,False,43:08,1298
486,279,70,74,1,1,872.5,True,43:13,1303
487,279,73,74,1,1,753.9,True,43:13,1303
488,280,72,74,1,1,783.5,False,43:17,1307
489,280,75,74,1,1,694.6,True,43:17,1307
490,281,65,74,1,1,1020.7,False,43:22,1312
491,282,70,74,1,1,872.5,True,43:27,1317
492,282,73,74,1,1,753.9,True,43:27,1317
493,283,72,74,1,1,783.5,False,44:01,1321
494,283,75,74,1,1,694.6,True,44:01,1321
495,284,70,74,1,1,872.5,True,44:06,1326
496,284,73,74,1,1,753.9,True,44:06,1326
497,285,72,74,1,1,783.5,False,44:11,1331
498,285,77,74,1,1,605.6,False,44:11,1331
499,286,65,74,1,1,1020.7,False,44:15,1335
500,287,70,74,1,1,872.5,True,44:20,1340
501,287,73,74,1,1,753.9,True,44:20,1340
502,288,72,74,1,1,783.5,False,44:25,1345
503,288,75,74,1,1,694.6,True,44:25,1345
504,289,65,74,1,1,1020.7,False,45:00,1350
505,290,70,74,1,1,872.5,True,45:04,1354
506,290,73,74,1,1,753.9,True,45:04,1354
507,291,72,74,1,1,783.5,False,45:09,1359
508,291,75,74,1,1,694.6,True,45:09,1359
509,292,70,74,1,1,872.5,True,45:14,1364
510,292,73,74,1,1,753.9,True,45:14,1364
511,293,72,74,1,1,783.5,False,45:18,1368
512,293,77,74,1,1,605.6,False,45:18,1368
513,294,65,74,1,1,1020.7,False,45:23,1373
514,295,70,74,1,1,872.5,True,45:28,1378
515,295,73,74,1,1,753.9,True,45:28,1378
516,296,72,74,1,1,783.5,False,46:02,1382
517,296,75,74,1,1,694.6,True,46:02,1382
518,297,65,74,1,1,1020.7,False,46:07,1387
519,298,70,74,1,1,872.5,True,46:12,1392
520,298,73,74,1,1,753.9,True,46:12,1392
521,299,72,74,1,1,783.5,False,46:16,1396
522,299,75,74,1,1,694.6,True,46:16,1396
523,300,70,74,1,1,872.5,True,46:21,1401
524,300,73,74,1,1,753.9,True,46:21,1401
525,301,72,74,1,1,783.5,False,46:26,1406
526,301,77,74,1,1,605.6,False,46:26,1406
527,302,65,74,1,1,1020.7,False,47:00,1410
528,303,70,74,1,1,872.5,True,47:05,1415
529,303,73,74,1,1,753.9,True,47:05,1415
530,304,72,74,1,1,783.5,False,47:10,1420
531,304,75,74,1,1,694.6,True,47:10,1420
532,305,65,74,1,1,1020.7,False,47:15,1425
533,306,70,74,1,1,872.5,True,47:19,1429
534,306,73,74,1,1,753.9,True,47:19,1429
535,307,72,74,1,1,783.5,False,47:24,1434
536,307,75,74,1,1,694.6,True,47:24,1434
537,308,70,74,1,1,872.5,True,47:29,1439
538,308,73,74,1,1,753.9,True,47:29,1439
539,309,72,74,1,1,783.5,False,48:03,1443
540,309,77,74,1,1,605.6,False,48:03,1443
541,310,65,74,1,1,1020.7,False,48:08,1448
542,311,70,74,1,1,872.5,True,48:13,1453
543,311,73,74,1,1,753.9,True,48:13,1453
544,312,72,74,1,1,783.5,False,48:17,1457
545,312,75,74,1,1,694.6,True,48:17,1457
546,313,65,74,1,1,1020.7,False,48:22,1462
547,314,70,74,1,1,872.5,True,48:27,1467
548,314,73,74,1,1,753.9,True,48:27,1467
549,315,72,74,1,1,783.5,False,49:01,1471
550,315,75,74,1,1,694.6,True,49:01,1471
551,316,70,74,1,1,872.5,True,49:06,1476
552,316,73,74,1,1,753.9,True,49:06,1476
553,317,72,74,1,1,783.5,False,49:11,1481
554,317,77,74,1,1,605.6,False,49:11,1481
555,318,65,74,1,1,1020.7,False,49:15,1485
556,319,70,74,1,1,872.5,True,49:20,1490
557,319,73,74,1,1,753.9,True,49:20,1490
558,320,72,74,1,1,783.5,False,49:25,1495
559,320,75,74,1,1,694.6,True,49:25,1495
560,321,65,74,1,1,1020.7,False,50:00,1500
561,322,70,74,1,1,872.5,True,50:04,1504
562,322,73,74,1,1,753.9,True,50:04,1504
563,323,72,74,1,1,783.5,False,50:09,1509
564,323,75,74,1,1,694.6,True,50:09,1509
565,324,70,74,1,1,872.5,True,50:14,1514
566,324,73,74,1,1,753.9,True,50:14,1514
567,325,72,74,1,1,783.5,False,50:18,1518
568,325,77,74,1,1,605.6,False,50:18,1518
569,326,65,74,1,1,1020.7,False,50:23,1523
